item_id,year,month,seq,type,hs4,weight,quantity,value
PYZMVUWD,2024,2,2,1,3824,0,0,0
IGDVVKUD,2024,2,2,1,3824,0,0,0
SNHYOVBM,2024,2,2,1,3824,0,0,0
LPHPPJUG,2024,2,2,1,3824,739106,0,419067
FCYBOAXC,2024,2,2,1,3824,10723104,0,31838835
JPBRUTWP,2024,2,2,1,3904,184208,0,2265862
LTOYKIML,2024,2,2,1,3909,99790,0,180923
QVLMOEYE,2024,2,2,1,4202,1420,1525,365206
MIRCVAMV,2024,2,2,1,4408,0,0,0
JERHKLYW,2024,2,2,1,4601,3730,0,12550
ZXERAXWP,2024,2,2,1,4802,1,0,22
AANGBULD,2024,2,2,1,4810,32796,0,26237
LSOIUSXD,2024,2,2,1,5111,39,9,1279
XUOIQPFL,2024,2,2,1,5205,313514,0,1002583
WBLJNPZQ,2024,2,2,1,5309,370,2010,27580
OXKURKXR,2024,2,2,1,5402,283,0,11019
WHPUAOID,2024,2,2,1,5512,80,399,706
AXULOHBQ,2024,2,2,1,5515,3,3,320
DBWLZWNK,2024,2,2,1,5602,15998,0,180508
NZKBIBNU,2024,2,2,1,5609,926,0,16437
OKMBFVKS,2024,2,2,1,5705,382820,747509,661474
HCDTGMST,2024,2,2,1,6006,3710,0,12852
VUAFAIYJ,2024,2,2,1,6101,556,559,44870
CCLHWFWF,2024,2,2,1,6211,491576,1606940,18886898
TGOELCAG,2024,2,2,1,7207,0,0,0
SDWAYPIK,2024,2,2,1,7207,3152180,0,1748383
FDXPMYGF,2024,2,2,1,7907,28,0,1204
UIFPPCLR,2024,2,2,1,8102,0,0,96
KEUWZRKO,2024,2,2,1,8102,0,0,0
FQCLOEXA,2024,2,2,1,8102,3562,0,463541
APQGTRMF,2024,2,2,1,8105,0,0,0
ZCELVYQU,2024,2,2,1,8461,0,0,0
KAGJCHMR,2024,2,2,1,8467,0,0,0
KJNSOAHR,2024,2,2,1,8479,52373,0,392386
QKXNTIIB,2024,2,2,1,8501,25848,6,372053
UQYUIVVR,2024,2,2,1,8501,142650,21,2443274
GKQIJYDH,2024,2,2,1,8501,34330,20,124047
VBYCLTYZ,2024,2,2,1,8505,1810,0,48641
GYHKIVQT,2024,2,2,1,8505,144416,0,8504464
ROACSLMG,2024,2,2,1,8505,135941,0,442431
VMAQSTJE,2024,2,2,1,8527,615,78,6212
XIFHSOWQ,2024,2,2,1,8708,35,0,4096
FITUEHWN,2024,2,2,1,8714,240,366,9430
UGEQLMXM,2024,2,2,1,8714,156,0,87434
BUZIIBYG,2024,2,2,1,9403,1899664,0,5480378
PLMZALFA,2024,2,3,1,3024,119,0,1505
DEWLVASR,2024,2,3,1,3038,44128,0,71055
JSLXRQOK,2024,2,3,1,5119,0,0,1321
JBVHSUWY,2024,2,3,1,1210,0,0,0
ELQGMQWE,2024,2,3,1,2002,34923,0,45893
AHMDUILJ,2024,2,3,1,2102,504,0,5884
XIPPENFQ,2024,2,3,1,2501,175387,0,60651
FTSVTTSR,2024,2,3,1,2529,162000,0,96078
XMKRPGLB,2024,2,3,1,2529,456020,0,153794
RCBZUSIM,2024,2,3,1,2805,0,0,72
SUOYXCHP,2024,2,3,1,2805,0,0,0
ZKENOUDA,2024,2,3,1,2805,259,0,48095
WQMVCOEM,2024,2,3,1,2805,47,0,56919
DJBLNPNC,2024,2,3,1,2805,0,0,106
BSRMSVTC,2024,2,3,1,2805,4,0,16006
DDEXPPXU,2024,2,3,1,2807,0,0,0
LLHREMKS,2024,2,3,1,2807,157,0,3743
YSYHGLQK,2024,2,3,1,2807,0,0,0
DNMPSKTB,2024,2,3,1,2811,799030,0,1329255
WPQXWHYO,2024,2,3,1,2811,1348718,0,2176162
VWMBASNE,2024,2,3,1,2811,4674,0,25607
RJGPVEXX,2024,2,3,1,2811,2005,0,88787
ATLDMDBO,2024,2,3,1,2814,33346977,0,12289721
SAHWCZNH,2024,2,3,1,2825,20000,0,504575
LUENUFGA,2024,2,3,1,2833,659895,0,2149862
HXYSSRXE,2024,2,3,1,2836,8988347,0,2546313
QRKRBYJL,2024,2,3,1,2841,30207,0,975132
FRHNWLNI,2024,2,3,1,2846,3799,0,234282
MBSBZBXA,2024,2,3,1,2846,4488,0,2567730
BJALXPFS,2024,2,3,1,2847,14116,0,8842
RAWUKQMJ,2024,2,3,1,2916,115404,0,904173
ZGJXVMNI,2024,2,3,1,3006,603,0,1167544
LRVGFDFM,2024,2,3,1,3102,42525092,0,15897755
BTMOEMEP,2024,2,3,1,3102,12200851,0,5438967
UXSPKBJR,2024,2,3,1,3206,29,0,26561
BEZYMBBT,2024,2,3,1,3207,2649,0,1920373
SAAYMURU,2024,2,3,1,3215,25,0,1806
QJQJSWFU,2024,2,3,1,3307,24240,0,92975
EVBVXETX,2024,2,3,1,3404,336051,0,1078748
DUCMGGNW,2024,2,3,1,3806,174526,0,395771
XIIEJNEE,2024,2,3,1,3815,2,0,68
OJIFIHMZ,2024,2,3,1,3815,1567,0,537171
STZDBITS,2024,2,3,1,3815,609765,0,11376892
PYZMVUWD,2024,2,3,1,3824,4800,0,26703
IGDVVKUD,2024,2,3,1,3824,0,0,0
SNHYOVBM,2024,2,3,1,3824,60288,0,163457
LPHPPJUG,2024,2,3,1,3824,581700,0,318823
FCYBOAXC,2024,2,3,1,3824,9818528,0,30266942
JPBRUTWP,2024,2,3,1,3904,158343,0,1120724
LTOYKIML,2024,2,3,1,3909,500,0,3910
QVLMOEYE,2024,2,3,1,4202,1552,3371,247767
MIRCVAMV,2024,2,3,1,4408,0,0,0
JERHKLYW,2024,2,3,1,4601,160,0,4014
ZXERAXWP,2024,2,3,1,4802,51,0,6800
AANGBULD,2024,2,3,1,4810,0,0,0
LSOIUSXD,2024,2,3,1,5111,799,2935,47093
XUOIQPFL,2024,2,3,1,5205,323399,0,986067
WBLJNPZQ,2024,2,3,1,5309,1098,4894,63588
OXKURKXR,2024,2,3,1,5402,579,0,21555
WHPUAOID,2024,2,3,1,5512,0,0,0
AXULOHBQ,2024,2,3,1,5515,5585,17040,45489
DBWLZWNK,2024,2,3,1,5602,4112,0,58675
NZKBIBNU,2024,2,3,1,5609,1179,0,35799
OKMBFVKS,2024,2,3,1,5705,233421,146349,447015
HCDTGMST,2024,2,3,1,6006,17563,0,257312
VUAFAIYJ,2024,2,3,1,6101,1000,1089,39042
CCLHWFWF,2024,2,3,1,6211,375924,1103613,11360935
TGOELCAG,2024,2,3,1,7207,0,0,0
SDWAYPIK,2024,2,3,1,7207,5910740,0,3179543
FDXPMYGF,2024,2,3,1,7907,2,0,240
UIFPPCLR,2024,2,3,1,8102,5,0,505
KEUWZRKO,2024,2,3,1,8102,5459,0,367671
FQCLOEXA,2024,2,3,1,8102,2115,0,362712
APQGTRMF,2024,2,3,1,8105,0,0,0
ZCELVYQU,2024,2,3,1,8461,4,1,69
KAGJCHMR,2024,2,3,1,8467,7,2,2432
KJNSOAHR,2024,2,3,1,8479,38104,0,858025
QKXNTIIB,2024,2,3,1,8501,32860,9,558322
UQYUIVVR,2024,2,3,1,8501,0,0,0
GKQIJYDH,2024,2,3,1,8501,3160309,63,26720564
VBYCLTYZ,2024,2,3,1,8505,570,0,23602
GYHKIVQT,2024,2,3,1,8505,112968,0,6898826
ROACSLMG,2024,2,3,1,8505,82055,0,283188
VMAQSTJE,2024,2,3,1,8527,21,9,386
XIFHSOWQ,2024,2,3,1,8708,1359,0,65709
FITUEHWN,2024,2,3,1,8714,121,291,7744
UGEQLMXM,2024,2,3,1,8714,205,0,6558
BLANHGYY,2024,2,3,1,9022,1,1,2010
BUZIIBYG,2024,2,3,1,9403,1381667,0,3455769
DEWLVASR,2024,3,1,1,3038,23144,0,83318
JSLXRQOK,2024,3,1,1,5119,0,0,13317
JBVHSUWY,2024,3,1,1,1210,10086,0,197738
ELQGMQWE,2024,3,1,1,2002,66245,0,280719
AHMDUILJ,2024,3,1,1,2102,602,0,5860
XIPPENFQ,2024,3,1,1,2501,230099,0,145503
FTSVTTSR,2024,3,1,1,2529,48000,0,25905
XMKRPGLB,2024,3,1,1,2529,268000,0,101680
RCBZUSIM,2024,3,1,1,2805,2,0,3475
ZKENOUDA,2024,3,1,1,2805,20000,0,50180
WQMVCOEM,2024,3,1,1,2805,60,0,78006
BSRMSVTC,2024,3,1,1,2805,5,0,16099
DDEXPPXU,2024,3,1,1,2807,856,0,1097
LLHREMKS,2024,3,1,1,2807,150,0,7057
DNMPSKTB,2024,3,1,1,2811,750420,0,1417576
WPQXWHYO,2024,3,1,1,2811,2309622,0,3529833
VWMBASNE,2024,3,1,1,2811,6556,0,44643
RJGPVEXX,2024,3,1,1,2811,36572,0,283583
SAHWCZNH,2024,3,1,1,2825,20020,0,522886
LUENUFGA,2024,3,1,1,2833,41519,0,183821
HXYSSRXE,2024,3,1,1,2836,4367919,0,1108629
QRKRBYJL,2024,3,1,1,2841,21828,0,707568
FRHNWLNI,2024,3,1,1,2846,11223,0,456508
MBSBZBXA,2024,3,1,1,2846,9718,0,3301431
BJALXPFS,2024,3,1,1,2847,40,0,1898
RAWUKQMJ,2024,3,1,1,2916,94429,0,1019732
ZGJXVMNI,2024,3,1,1,3006,826,0,1515467
LRVGFDFM,2024,3,1,1,3102,432005,0,347738
BTMOEMEP,2024,3,1,1,3102,6409583,0,3123428
UXSPKBJR,2024,3,1,1,3206,1721,0,103074
BEZYMBBT,2024,3,1,1,3207,2191,0,1571675
SAAYMURU,2024,3,1,1,3215,240,0,8513
QJQJSWFU,2024,3,1,1,3307,5299,0,66022
EVBVXETX,2024,3,1,1,3404,383599,0,1559181
DUCMGGNW,2024,3,1,1,3806,265102,0,549958
OJIFIHMZ,2024,3,1,1,3815,2900,0,697338
STZDBITS,2024,3,1,1,3815,931295,0,9381621
IGDVVKUD,2024,3,1,1,3824,25,0,955
SNHYOVBM,2024,3,1,1,3824,174183,0,392550
LPHPPJUG,2024,3,1,1,3824,732448,0,397331
FCYBOAXC,2024,3,1,1,3824,12469096,0,28869868
JPBRUTWP,2024,3,1,1,3904,143501,0,1382009
LTOYKIML,2024,3,1,1,3909,1,0,71
QVLMOEYE,2024,3,1,1,4202,1536,2056,347329
JERHKLYW,2024,3,1,1,4601,551,0,1607
ZXERAXWP,2024,3,1,1,4802,281,0,5579
AANGBULD,2024,3,1,1,4810,44951,0,26166
LSOIUSXD,2024,3,1,1,5111,229,772,27014
XUOIQPFL,2024,3,1,1,5205,323470,0,1035619
WBLJNPZQ,2024,3,1,1,5309,1244,6380,31619
OXKURKXR,2024,3,1,1,5402,2,0,611
AXULOHBQ,2024,3,1,1,5515,112,255,3061
DBWLZWNK,2024,3,1,1,5602,18790,0,275782
NZKBIBNU,2024,3,1,1,5609,4410,0,62358
OKMBFVKS,2024,3,1,1,5705,235483,106975,438232
VUAFAIYJ,2024,3,1,1,6101,616,549,21232
CCLHWFWF,2024,3,1,1,6211,326399,1056145,10205058
TGOELCAG,2024,3,1,1,7207,71020,0,46134
SDWAYPIK,2024,3,1,1,7207,4266044,0,2277695
FDXPMYGF,2024,3,1,1,7907,760,0,5929
UIFPPCLR,2024,3,1,1,8102,29,0,4636
KEUWZRKO,2024,3,1,1,8102,78,0,4652
FQCLOEXA,2024,3,1,1,8102,5437,0,613985
ZCELVYQU,2024,3,1,1,8461,7,1,23
KAGJCHMR,2024,3,1,1,8467,3870,481,97817
KJNSOAHR,2024,3,1,1,8479,396631,0,3117455
QKXNTIIB,2024,3,1,1,8501,18192,9,117562
UQYUIVVR,2024,3,1,1,8501,174216,75,2578726
GKQIJYDH,2024,3,1,1,8501,69888,29,1563238
VBYCLTYZ,2024,3,1,1,8505,1414,0,90949
GYHKIVQT,2024,3,1,1,8505,78373,0,4721469
ROACSLMG,2024,3,1,1,8505,182766,0,670331
VMAQSTJE,2024,3,1,1,8527,321,65,3968
XIFHSOWQ,2024,3,1,1,8708,139,0,10726
FITUEHWN,2024,3,1,1,8714,148,505,5912
UGEQLMXM,2024,3,1,1,8714,167,0,7222
BUZIIBYG,2024,3,1,1,9403,1065977,0,2877831
DEWLVASR,2024,3,2,1,3038,13187,0,52191
JSLXRQOK,2024,3,2,1,5119,0,0,0
GIKPEWTY,2024,3,2,1,7142,3,0,4
JBVHSUWY,2024,3,2,1,1210,1,0,26
ELQGMQWE,2024,3,2,1,2002,51598,0,79822
AHMDUILJ,2024,3,2,1,2102,530,0,6238
XIPPENFQ,2024,3,2,1,2501,337142,0,37348
FTSVTTSR,2024,3,2,1,2529,88000,0,49296
XMKRPGLB,2024,3,2,1,2529,537160,0,153372
RCBZUSIM,2024,3,2,1,2805,1,0,263
ZKENOUDA,2024,3,2,1,2805,211,0,40907
WQMVCOEM,2024,3,2,1,2805,280,0,166389
DJBLNPNC,2024,3,2,1,2805,0,0,2397
BSRMSVTC,2024,3,2,1,2805,1475,0,448073
DDEXPPXU,2024,3,2,1,2807,33800,0,32506
LLHREMKS,2024,3,2,1,2807,1106,0,18829
YSYHGLQK,2024,3,2,1,2807,29,0,5131
DNMPSKTB,2024,3,2,1,2811,1112450,0,2003966
WPQXWHYO,2024,3,2,1,2811,3435117,0,5176833
VWMBASNE,2024,3,2,1,2811,4009,0,17296
RJGPVEXX,2024,3,2,1,2811,26938,0,180970
ATLDMDBO,2024,3,2,1,2814,8000001,0,2867167
SAHWCZNH,2024,3,2,1,2825,79785,0,1605903
LUENUFGA,2024,3,2,1,2833,777952,0,2583885
HXYSSRXE,2024,3,2,1,2836,7714501,0,2121992
QRKRBYJL,2024,3,2,1,2841,43950,0,1244950
FRHNWLNI,2024,3,2,1,2846,10742,0,675327
MBSBZBXA,2024,3,2,1,2846,71035,0,1069092
BJALXPFS,2024,3,2,1,2847,36636,0,81794
RAWUKQMJ,2024,3,2,1,2916,131271,0,1677667
ZGJXVMNI,2024,3,2,1,3006,813,0,1110515
LRVGFDFM,2024,3,2,1,3102,6488105,0,2650264
BTMOEMEP,2024,3,2,1,3102,5961152,0,2890537
UXSPKBJR,2024,3,2,1,3206,1850,0,647012
BEZYMBBT,2024,3,2,1,3207,1822,0,1384270
SAAYMURU,2024,3,2,1,3215,80,0,7188
QJQJSWFU,2024,3,2,1,3307,125,0,4563
EVBVXETX,2024,3,2,1,3404,540677,0,1458148
DUCMGGNW,2024,3,2,1,3806,334043,0,690995
OJIFIHMZ,2024,3,2,1,3815,22669,0,2883857
STZDBITS,2024,3,2,1,3815,506497,0,9461920
IGDVVKUD,2024,3,2,1,3824,0,0,0
SNHYOVBM,2024,3,2,1,3824,5020,0,47177
LPHPPJUG,2024,3,2,1,3824,1099170,0,631286
FCYBOAXC,2024,3,2,1,3824,14740593,0,44307575
JPBRUTWP,2024,3,2,1,3904,367729,0,3442959
LTOYKIML,2024,3,2,1,3909,1363,0,8254
QVLMOEYE,2024,3,2,1,4202,3953,6228,445640
MIRCVAMV,2024,3,2,1,4408,4318,0,22006
JERHKLYW,2024,3,2,1,4601,1805,0,14469
ZXERAXWP,2024,3,2,1,4802,11,0,742
AANGBULD,2024,3,2,1,4810,16097,0,12878
LSOIUSXD,2024,3,2,1,5111,223,669,64353
XUOIQPFL,2024,3,2,1,5205,474207,0,1435511
WBLJNPZQ,2024,3,2,1,5309,2759,8145,30259
OXKURKXR,2024,3,2,1,5402,520,0,19412
WHPUAOID,2024,3,2,1,5512,128,5,2150
AXULOHBQ,2024,3,2,1,5515,5919,17889,38778
DBWLZWNK,2024,3,2,1,5602,14422,0,158670
NZKBIBNU,2024,3,2,1,5609,17002,0,118427
OKMBFVKS,2024,3,2,1,5705,456568,282502,953403
HCDTGMST,2024,3,2,1,6006,1517,0,8433
VUAFAIYJ,2024,3,2,1,6101,1436,1133,82649
CCLHWFWF,2024,3,2,1,6211,463520,1540021,12803178
TGOELCAG,2024,3,2,1,7207,0,0,0
SDWAYPIK,2024,3,2,1,7207,19743712,0,11027710
FDXPMYGF,2024,3,2,1,7907,1,0,176
UIFPPCLR,2024,3,2,1,8102,5484,0,264144
KEUWZRKO,2024,3,2,1,8102,1250,0,73964
FQCLOEXA,2024,3,2,1,8102,8049,0,858303
ZCELVYQU,2024,3,2,1,8461,7,2,75
KAGJCHMR,2024,3,2,1,8467,19,6,7231
KJNSOAHR,2024,3,2,1,8479,241261,0,1537145
QKXNTIIB,2024,3,2,1,8501,65517,12,1027737
UQYUIVVR,2024,3,2,1,8501,312866,15,4103362
GKQIJYDH,2024,3,2,1,8501,434739,26,7809011
VBYCLTYZ,2024,3,2,1,8505,4130,0,150750
GYHKIVQT,2024,3,2,1,8505,208305,0,9446292
ROACSLMG,2024,3,2,1,8505,197567,0,700433
VMAQSTJE,2024,3,2,1,8527,682,66,19526
XIFHSOWQ,2024,3,2,1,8708,331,0,23249
FITUEHWN,2024,3,2,1,8714,285,1058,7627
UGEQLMXM,2024,3,2,1,8714,588,0,64898
BLANHGYY,2024,3,2,1,9022,18,2,5366
BUZIIBYG,2024,3,2,1,9403,2232744,0,5756709
DEWLVASR,2024,3,3,1,3038,0,0,0
JSLXRQOK,2024,3,3,1,5119,0,0,0
GIKPEWTY,2024,3,3,1,7142,0,0,0
JBVHSUWY,2024,3,3,1,1210,11545,0,124568
ELQGMQWE,2024,3,3,1,2002,67018,0,170802
AHMDUILJ,2024,3,3,1,2102,40805,0,92117
XIPPENFQ,2024,3,3,1,2501,107700,0,75018
FTSVTTSR,2024,3,3,1,2529,10000,0,5870
XMKRPGLB,2024,3,3,1,2529,284000,0,107049
RCBZUSIM,2024,3,3,1,2805,1,0,1356
ZKENOUDA,2024,3,3,1,2805,203,0,36955
WQMVCOEM,2024,3,3,1,2805,0,0,0
DJBLNPNC,2024,3,3,1,2805,0,0,0
BSRMSVTC,2024,3,3,1,2805,11,0,68700
DDEXPPXU,2024,3,3,1,2807,6169,0,15563
LLHREMKS,2024,3,3,1,2807,504,0,9629
YSYHGLQK,2024,3,3,1,2807,10,0,491
DNMPSKTB,2024,3,3,1,2811,1282520,0,2168178
WPQXWHYO,2024,3,3,1,2811,1791136,0,2782501
VWMBASNE,2024,3,3,1,2811,6439,0,71283
RJGPVEXX,2024,3,3,1,2811,2503,0,14425
ATLDMDBO,2024,3,3,1,2814,63506893,0,22583245
SAHWCZNH,2024,3,3,1,2825,14,0,5526
LUENUFGA,2024,3,3,1,2833,391266,0,1397139
HXYSSRXE,2024,3,3,1,2836,8435400,0,2142216
QRKRBYJL,2024,3,3,1,2841,45930,0,1310488
FRHNWLNI,2024,3,3,1,2846,13085,0,112547
MBSBZBXA,2024,3,3,1,2846,4375,0,136841
BJALXPFS,2024,3,3,1,2847,17401,0,37753
RAWUKQMJ,2024,3,3,1,2916,105669,0,1645283
ZGJXVMNI,2024,3,3,1,3006,383,0,1793482
LRVGFDFM,2024,3,3,1,3102,5243914,0,2630681
BTMOEMEP,2024,3,3,1,3102,863234,0,407982
UXSPKBJR,2024,3,3,1,3206,470,0,41283
BEZYMBBT,2024,3,3,1,3207,2040,0,1443465
SAAYMURU,2024,3,3,1,3215,301,0,1065
QJQJSWFU,2024,3,3,1,3307,841,0,8839
EVBVXETX,2024,3,3,1,3404,340296,0,1159209
DUCMGGNW,2024,3,3,1,3806,67058,0,150854
OJIFIHMZ,2024,3,3,1,3815,279,0,97853
STZDBITS,2024,3,3,1,3815,1215363,0,9102131
IGDVVKUD,2024,3,3,1,3824,125,0,4787
SNHYOVBM,2024,3,3,1,3824,65143,0,148678
LPHPPJUG,2024,3,3,1,3824,755557,0,350797
FCYBOAXC,2024,3,3,1,3824,10664174,0,33443413
JPBRUTWP,2024,3,3,1,3904,145255,0,1690507
LTOYKIML,2024,3,3,1,3909,1,0,37
QVLMOEYE,2024,3,3,1,4202,2276,3111,425247
MIRCVAMV,2024,3,3,1,4408,0,0,0
JERHKLYW,2024,3,3,1,4601,28,0,395
ZXERAXWP,2024,3,3,1,4802,17,0,1179
AANGBULD,2024,3,3,1,4810,0,0,0
LSOIUSXD,2024,3,3,1,5111,357,1033,26797
XUOIQPFL,2024,3,3,1,5205,347717,0,1123848
WBLJNPZQ,2024,3,3,1,5309,1779,5359,25898
OXKURKXR,2024,3,3,1,5402,366,0,15540
WHPUAOID,2024,3,3,1,5512,145,679,6089
AXULOHBQ,2024,3,3,1,5515,380,929,3982
DBWLZWNK,2024,3,3,1,5602,19815,0,336983
NZKBIBNU,2024,3,3,1,5609,4951,0,56690
OKMBFVKS,2024,3,3,1,5705,388883,182157,728392
HCDTGMST,2024,3,3,1,6006,0,0,0
VUAFAIYJ,2024,3,3,1,6101,255,452,13288
CCLHWFWF,2024,3,3,1,6211,404006,1194267,11398642
TGOELCAG,2024,3,3,1,7207,640840,0,414652
SDWAYPIK,2024,3,3,1,7207,8987330,0,4856422
FDXPMYGF,2024,3,3,1,7907,1,0,97
UIFPPCLR,2024,3,3,1,8102,0,0,875
KEUWZRKO,2024,3,3,1,8102,0,0,181
FQCLOEXA,2024,3,3,1,8102,2100,0,269474
APQGTRMF,2024,3,3,1,8105,17540,0,114999
ZCELVYQU,2024,3,3,1,8461,29,1,66
KAGJCHMR,2024,3,3,1,8467,19,15,9535
KJNSOAHR,2024,3,3,1,8479,21687,0,897657
QKXNTIIB,2024,3,3,1,8501,23365,9,274714
UQYUIVVR,2024,3,3,1,8501,97215,13,1887174
GKQIJYDH,2024,3,3,1,8501,119231,45,1609402
VBYCLTYZ,2024,3,3,1,8505,3168,0,151078
GYHKIVQT,2024,3,3,1,8505,236365,0,11732201
ROACSLMG,2024,3,3,1,8505,183545,0,654415
VMAQSTJE,2024,3,3,1,8527,1151,1330,30911
XIFHSOWQ,2024,3,3,1,8708,79,0,6725
FITUEHWN,2024,3,3,1,8714,3203,2753,25555
UGEQLMXM,2024,3,3,1,8714,351,0,13512
BLANHGYY,2024,3,3,1,9022,0,0,0
BUZIIBYG,2024,3,3,1,9403,2028621,0,5983382
DEWLVASR,2024,4,1,1,3038,768,0,1409
JSLXRQOK,2024,4,1,1,5119,15,0,207
ELQGMQWE,2024,4,1,1,2002,32878,0,51297
AHMDUILJ,2024,4,1,1,2102,22055,0,58808
XIPPENFQ,2024,4,1,1,2501,108359,0,13661
FTSVTTSR,2024,4,1,1,2529,148000,0,89015
XMKRPGLB,2024,4,1,1,2529,4145700,0,1602798
QSDCUCLB,2024,4,1,1,2710,39,40,415
ZKENOUDA,2024,4,1,1,2805,1,0,8711
WQMVCOEM,2024,4,1,1,2805,0,0,74
BSRMSVTC,2024,4,1,1,2805,10,0,32362
DDEXPPXU,2024,4,1,1,2807,2093,0,4148
LLHREMKS,2024,4,1,1,2807,205,0,4933
YSYHGLQK,2024,4,1,1,2807,12,0,580
DNMPSKTB,2024,4,1,1,2811,418120,0,666298
WPQXWHYO,2024,4,1,1,2811,2346997,0,3341125
VWMBASNE,2024,4,1,1,2811,3776,0,56182
RJGPVEXX,2024,4,1,1,2811,41551,0,306943
ATLDMDBO,2024,4,1,1,2814,33762648,0,11886552
SAHWCZNH,2024,4,1,1,2825,5,0,828
LUENUFGA,2024,4,1,1,2833,515826,0,1948371
HXYSSRXE,2024,4,1,1,2836,5446818,0,1509262
QRKRBYJL,2024,4,1,1,2841,35023,0,1029806
FRHNWLNI,2024,4,1,1,2846,5075,0,528145
MBSBZBXA,2024,4,1,1,2846,129387,0,1149730
BJALXPFS,2024,4,1,1,2847,30089,0,71224
RAWUKQMJ,2024,4,1,1,2916,55505,0,1162121
ZGJXVMNI,2024,4,1,1,3006,610,0,1642551
LRVGFDFM,2024,4,1,1,3102,2836004,0,2234014
BTMOEMEP,2024,4,1,1,3102,4055603,0,1820768
UXSPKBJR,2024,4,1,1,3206,1072,0,48338
BEZYMBBT,2024,4,1,1,3207,2172,0,1557136
SAAYMURU,2024,4,1,1,3215,335,0,6469
QJQJSWFU,2024,4,1,1,3307,7735,0,38597
EVBVXETX,2024,4,1,1,3404,586200,0,1953138
DUCMGGNW,2024,4,1,1,3806,196284,0,481551
OJIFIHMZ,2024,4,1,1,3815,36534,0,1577298
STZDBITS,2024,4,1,1,3815,225743,0,3730433
PYZMVUWD,2024,4,1,1,3824,600,0,2053
SNHYOVBM,2024,4,1,1,3824,400,0,13431
LPHPPJUG,2024,4,1,1,3824,601756,0,361940
FCYBOAXC,2024,4,1,1,3824,12170330,0,40909611
JPBRUTWP,2024,4,1,1,3904,200578,0,2121663
LTOYKIML,2024,4,1,1,3909,42280,0,122976
QVLMOEYE,2024,4,1,1,4202,5219,41738,370091
MIRCVAMV,2024,4,1,1,4408,1,0,19
JERHKLYW,2024,4,1,1,4601,20,0,347
ZXERAXWP,2024,4,1,1,4802,40,0,9733
LSOIUSXD,2024,4,1,1,5111,370,1031,21598
XUOIQPFL,2024,4,1,1,5205,693124,0,2204918
WBLJNPZQ,2024,4,1,1,5309,1386,5392,39218
OXKURKXR,2024,4,1,1,5402,10831,0,96814
WHPUAOID,2024,4,1,1,5512,245,2195,5665
AXULOHBQ,2024,4,1,1,5515,838,2816,23541
DBWLZWNK,2024,4,1,1,5602,31647,0,396993
NZKBIBNU,2024,4,1,1,5609,10313,0,81784
OKMBFVKS,2024,4,1,1,5705,510782,220287,966749
HCDTGMST,2024,4,1,1,6006,4776,0,22606
VUAFAIYJ,2024,4,1,1,6101,171,327,30082
CCLHWFWF,2024,4,1,1,6211,409770,1267042,11364137
OGAFEHLU,2024,4,1,1,7202,200,0,10372
SDWAYPIK,2024,4,1,1,7207,938340,0,574977
FDXPMYGF,2024,4,1,1,7907,5,0,159
UIFPPCLR,2024,4,1,1,8102,4015,0,266902
KEUWZRKO,2024,4,1,1,8102,395,0,27467
FQCLOEXA,2024,4,1,1,8102,2482,0,270941
APQGTRMF,2024,4,1,1,8105,21003,0,142772
ZCELVYQU,2024,4,1,1,8461,100,9,479
KAGJCHMR,2024,4,1,1,8467,12,9,476
KJNSOAHR,2024,4,1,1,8479,74190,0,529475
QKXNTIIB,2024,4,1,1,8501,95181,25,1870373
UQYUIVVR,2024,4,1,1,8501,217504,16,4928234
GKQIJYDH,2024,4,1,1,8501,8501,5,59302
VBYCLTYZ,2024,4,1,1,8505,4252,0,151412
GYHKIVQT,2024,4,1,1,8505,175702,0,7478521
ROACSLMG,2024,4,1,1,8505,202764,0,735000
VMAQSTJE,2024,4,1,1,8527,6744,2613,94342
XIFHSOWQ,2024,4,1,1,8708,2563,0,86822
FITUEHWN,2024,4,1,1,8714,410,512,8300
UGEQLMXM,2024,4,1,1,8714,234,0,16896
BUZIIBYG,2024,4,1,1,9403,2702998,0,6605243
DEWLVASR,2024,4,2,1,3038,3400,0,11220
JSLXRQOK,2024,4,2,1,5119,0,0,0
JBVHSUWY,2024,4,2,1,1210,1001,0,20476
ELQGMQWE,2024,4,2,1,2002,36976,0,87529
AHMDUILJ,2024,4,2,1,2102,1055,0,8690
XIPPENFQ,2024,4,2,1,2501,118544,0,37722
FTSVTTSR,2024,4,2,1,2529,61200,0,44064
XMKRPGLB,2024,4,2,1,2529,432000,0,125527
QSDCUCLB,2024,4,2,1,2710,0,0,0
RCBZUSIM,2024,4,2,1,2805,0,0,193
SUOYXCHP,2024,4,2,1,2805,0,0,190
ZKENOUDA,2024,4,2,1,2805,211,0,39596
WQMVCOEM,2024,4,2,1,2805,107,0,156643
DJBLNPNC,2024,4,2,1,2805,1,0,2963
BSRMSVTC,2024,4,2,1,2805,0,0,132
DDEXPPXU,2024,4,2,1,2807,200,0,314
LLHREMKS,2024,4,2,1,2807,345,0,12187
YSYHGLQK,2024,4,2,1,2807,22,0,1220
DNMPSKTB,2024,4,2,1,2811,1357940,0,2309061
WPQXWHYO,2024,4,2,1,2811,1912199,0,2672838
VWMBASNE,2024,4,2,1,2811,9012,0,64120
RJGPVEXX,2024,4,2,1,2811,16562,0,132685
ATLDMDBO,2024,4,2,1,2814,38095748,0,12839022
